event_id,event_date,latitude,longitude,state,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_15d,rainfall_30d,soil_moisture,soil_moisture_anomaly,elevation,slope,aspect,curvature,landslide,sample_type
APDA-NEG-00274,2015-09-01,28.0,93.75,Assam,21.24,88.82,247.97,407.47,583.12,0.97,3.1333,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-01480,2015-07-06,29.5,78.75,Uttarakhand,44.24,63.05,93.88,203.72,232.95,0.68,1.2,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-00896,2010-08-16,25.0,93.125,Manipur,10.81,26.21,49.97,75.67,255.41,0.91,2.7333,275.9,30.23,93.66,-0.002097,0,negative
APDA-NEG-00224,2017-07-10,28.0,93.75,Assam,67.43,212.28,298.49,523.72,770.24,0.99,3.2667,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-00393,2010-07-25,32.5,78.125,Himachal Pradesh,0.31,2.26,26.04,38.7,69.21,0.41,-0.6,5364.12,23.0,184.14,0.001507,0,negative
2465,2010-09-19,31.416,77.415,Himachal Pradesh,51.49,87.75,124.75,249.81,463.35,0.98,2.0596,1903.61,28.39,141.79,0.001278,1,positive
10986,2017-07-07,25.829,91.877,Meghalaya,6.34,67.01,158.56,215.89,567.41,0.94,1.5781,604.3,14.94,221.67,-0.001964,1,positive
APDA-NEG-00749,2018-11-21,32.0,78.125,Himachal Pradesh,0.0,0.0,0.88,27.17,57.54,0.85,2.3333,5347.43,45.52,279.8,-0.005436,0,negative
7590,2015-08-19,25.142,92.381,Meghalaya,41.24,100.47,149.45,256.74,490.85,0.99,0.964,158.56,16.85,119.7,-0.008428,1,positive
APDA-NEG-01381,2016-08-16,27.5,88.75,Sikkim,12.74,20.88,45.13,101.33,319.6,0.93,2.8667,3955.2,32.18,303.05,-0.003542,0,negative
APDA-NEG-00925,2017-06-26,24.0,94.375,Manipur,2.13,15.23,55.18,107.39,225.19,0.66,1.0667,308.07,14.0,233.72,-0.007124,0,negative
APDA-NEG-00457,2010-10-15,32.0,78.125,Himachal Pradesh,0.0,0.0,0.0,1.32,67.2,0.76,1.7333,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-00588,2014-08-21,32.0,78.125,Himachal Pradesh,0.1,0.28,21.45,52.31,115.56,0.6,0.6667,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-01607,2013-06-16,29.0,79.375,Uttarakhand,62.79,83.12,137.16,162.92,181.4,0.68,1.2,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-01145,2010-08-17,26.5,94.375,Nagaland,17.35,49.71,103.86,133.22,284.05,0.93,2.8667,307.93,20.68,270.76,-0.012984,0,negative
APDA-NEG-00609,2015-07-31,32.0,78.125,Himachal Pradesh,12.0,13.04,37.33,76.1,289.45,0.81,2.0667,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-00286,2016-05-18,27.0,94.375,Assam,24.21,77.82,126.75,130.71,302.94,0.82,2.1333,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-00485,2011-08-07,30.5,76.875,Himachal Pradesh,1.41,27.32,41.3,106.45,277.26,0.7,1.3333,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01286,2010-06-18,27.0,95.0,Nagaland,10.12,33.15,102.88,240.75,351.3,0.9,2.6667,117.36,3.0,28.88,0.00233,0,negative
APDA-NEG-01418,2018-05-20,23.0,91.875,Tripura,23.09,84.35,183.5,319.09,593.58,0.91,2.7333,40.97,1.52,238.91,-0.000285,0,negative
APDA-NEG-00745,2018-10-10,33.0,77.5,Himachal Pradesh,0.94,0.98,0.98,10.9,104.16,0.7,1.3333,5155.49,22.24,314.26,0.012153,0,negative
APDA-NEG-00266,2011-09-06,25.5,92.5,Assam,14.24,36.26,52.75,90.04,362.24,0.93,2.8667,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-00611,2015-08-08,32.5,78.125,Himachal Pradesh,8.48,24.4,52.92,102.39,217.88,0.75,1.6667,5364.12,23.0,184.14,0.001507,0,negative
APDA-NEG-00022,2011-08-05,28.0,93.75,Arunachal Pradesh,8.08,44.4,63.53,203.95,542.35,0.91,2.7333,576.05,30.81,45.85,0.021021,0,negative
2440,2010-09-17,30.754,79.5,Uttarakhand,10.58,29.47,53.98,108.45,244.83,0.87,2.5029,3151.14,10.47,246.14,0.000141,1,positive
3667,2011-06-29,32.228,77.19,Himachal Pradesh,7.89,23.08,87.81,112.54,193.25,0.74,1.6332,1823.87,34.26,264.08,0.012876,1,positive
2229,2010-08-09,30.515,78.368,Uttarakhand,24.92,62.81,104.28,356.72,524.55,0.92,1.0322,853.03,36.91,120.58,0.005986,1,positive
APDA-NEG-01857,2018-08-30,29.0,79.375,Uttarakhand,19.85,43.9,209.88,249.66,500.13,0.9,2.6667,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-00225,2014-05-10,28.0,93.75,Assam,12.29,77.29,117.32,135.32,145.24,0.75,1.6667,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-01468,2010-08-09,29.5,78.75,Uttarakhand,9.12,32.23,64.99,276.52,453.54,0.83,2.2,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-00278,2008-06-15,26.5,94.375,Assam,1.49,47.72,113.43,191.33,335.91,0.77,1.8,307.93,20.68,270.76,-0.012984,0,negative
APDA-NEG-00134,2008-10-29,28.5,95.625,Arunachal Pradesh,0.52,44.52,55.23,58.33,122.0,0.82,2.1333,2215.04,37.28,283.93,-0.000253,0,negative
APDA-NEG-01225,2015-08-12,26.0,93.75,Nagaland,14.69,36.88,74.39,136.96,307.12,0.87,2.4667,155.68,5.21,210.16,-0.003056,0,negative
APDA-NEG-00131,2017-07-09,29.0,95.625,Arunachal Pradesh,21.26,64.31,119.08,269.61,400.97,0.97,3.1333,2967.53,32.82,99.99,-0.011499,0,negative
APDA-NEG-00236,2012-06-22,25.0,90.625,Assam,8.44,24.43,70.3,170.99,322.1,0.76,1.7333,9.45,0.41,97.51,-0.000647,0,negative
APDA-NEG-00561,2013-07-14,30.5,76.875,Himachal Pradesh,6.59,12.05,115.81,160.07,388.62,0.72,1.4667,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01376,2009-07-01,27.15,88.7632,Sikkim,46.72,59.13,89.2,106.89,147.7,0.72,1.4667,2635.98,24.27,20.83,-0.003513,0,negative
7309,2015-08-15,30.786,78.616,Uttarakhand,9.84,16.63,31.94,106.5,178.47,0.85,0.3556,1538.25,28.5,31.48,0.000389,1,positive
9051,2016-07-19,26.097,91.874,Assam,19.72,128.07,204.59,287.44,491.25,0.97,1.6966,213.66,23.28,166.24,-0.004623,1,positive
APDA-NEG-01813,2017-04-06,30.5,80.0,Uttarakhand,14.5,28.33,28.47,29.79,51.3,0.55,0.3333,5403.64,16.29,342.16,0.008133,0,negative
5359,2013-08-18,30.742,78.454,Uttarakhand,2.33,42.41,108.1,281.27,519.71,0.96,1.2068,1198.61,20.82,86.68,-0.005517,1,positive
1072,2009-08-08,29.589,80.21,Uttarakhand,1.67,24.25,26.85,137.38,279.4,0.78,-0.7326,1636.15,17.91,113.88,-0.005229,1,positive
APDA-NEG-01722,2009-09-01,29.5,80.625,Uttarakhand,0.59,2.8,12.7,57.23,261.68,0.73,1.5333,2217.17,32.44,5.59,0.001258,0,negative
4927,2013-06-16,30.573,77.652,Himachal Pradesh,153.7,286.17,391.94,401.2,409.24,0.94,3.4099,878.63,37.69,330.24,-0.010738,1,positive
213,2007-08-26,25.295,92.834,Assam,13.28,16.62,43.01,112.83,165.03,0.8,0.1289,883.28,15.3,231.34,-0.000472,1,positive
2283,2010-08-19,24.896,93.496,Manipur,8.39,19.28,50.65,57.64,195.66,0.88,1.1229,1004.79,23.55,113.54,-0.000485,1,positive
APDA-NEG-01443,2010-07-06,29.5,78.75,Uttarakhand,21.72,94.94,121.1,155.87,173.02,0.58,0.5333,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-01293,2007-04-11,28.0,88.75,Sikkim,0.01,7.54,8.51,8.72,12.82,0.5,0.0,5096.07,0.2,324.18,-0.000309,0,negative
APDA-NEG-01683,2013-07-28,29.0,79.375,Uttarakhand,9.51,24.13,125.82,303.22,507.92,0.89,2.6,215.32,0.43,292.55,0.001399,0,negative
2304,2010-08-21,25.572,94.121,Manipur,5.7,25.64,59.56,84.9,196.8,0.9,1.1201,1616.64,2.4,131.44,0.005042,1,positive
APDA-NEG-00434,2013-07-07,32.0,78.125,Himachal Pradesh,10.44,15.01,22.52,58.48,246.96,0.73,1.5333,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-01401,2018-09-15,27.5,88.75,Sikkim,7.19,23.91,92.8,173.28,368.51,0.94,2.9333,3955.2,32.18,303.05,-0.003542,0,negative
APDA-NEG-00972,2015-06-13,25.0,90.625,Meghalaya,34.58,162.63,264.75,321.73,504.2,0.91,2.7333,9.45,0.41,97.51,-0.000647,0,negative
5268,2013-08-04,26.014,94.516,Nagaland,5.78,14.93,47.43,109.0,290.88,0.89,0.7207,1715.45,2.16,202.96,0.005185,1,positive
APDA-NEG-01178,2010-06-18,26.0,93.75,Nagaland,16.3,25.85,75.45,214.54,344.08,0.83,2.2,155.68,5.21,210.16,-0.003056,0,negative
APDA-NEG-00365,2009-09-10,32.0,78.125,Himachal Pradesh,15.08,42.11,47.52,72.65,95.35,0.63,0.8667,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-00890,2011-07-06,24.0,93.125,Manipur,3.3,22.04,57.93,165.88,287.95,0.83,2.2,1156.07,10.45,264.05,-0.013664,0,negative
7160,2015-07-11,30.38,78.486,Uttarakhand,39.29,84.47,157.46,234.15,294.28,0.93,1.5343,903.09,40.25,187.29,0.002898,1,positive
APDA-NEG-01784,2015-07-24,29.5,78.75,Uttarakhand,4.46,12.89,23.65,199.89,427.15,0.73,1.5333,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-00617,2015-08-12,32.5,76.875,Himachal Pradesh,6.29,20.0,49.08,93.33,210.74,0.9,2.6667,5101.1,32.0,358.76,0.004829,0,negative
7887,2015-08-16,27.884,96.926,Arunachal Pradesh,7.42,24.99,52.36,124.4,204.67,0.89,0.1077,989.99,36.35,257.44,-0.011361,1,positive
APDA-NEG-01425,2007-07-30,29.5,80.625,Uttarakhand,32.67,66.51,187.11,256.98,383.62,0.87,2.4667,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-01212,2010-10-10,27.0,94.375,Nagaland,3.42,38.04,45.76,109.4,306.08,0.92,2.8,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-01451,2010-07-20,29.5,80.625,Uttarakhand,32.11,131.69,162.5,190.2,329.66,0.84,2.2667,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-00046,2008-10-29,28.0,93.75,Arunachal Pradesh,0.0,32.77,42.05,42.93,95.54,0.81,2.0667,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-00640,2015-12-07,32.0,78.125,Himachal Pradesh,0.01,0.03,0.03,1.21,1.28,0.72,1.4667,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-00191,2011-05-24,25.5,92.5,Assam,12.26,31.83,83.84,122.63,221.56,0.79,1.9333,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-01308,2010-06-01,27.15,88.1,Sikkim,2.67,17.32,37.48,121.37,185.33,0.59,0.6,2395.93,26.81,256.33,0.013169,0,negative
APDA-NEG-00961,2007-08-26,25.0,90.625,Meghalaya,26.71,50.94,64.8,168.33,334.98,0.91,2.7333,9.45,0.41,97.51,-0.000647,0,negative
3997,2011-09-30,27.516,88.558,Sikkim,0.02,0.22,42.89,122.06,169.03,0.88,0.8134,1354.28,21.94,214.94,0.009545,1,positive
2162,2010-07-29,30.405,79.343,Uttarakhand,16.81,33.27,48.44,154.32,268.75,0.83,0.7657,1094.17,17.6,200.48,0.001634,1,positive
3738,2011-07-06,24.806,93.948,Manipur,2.82,30.15,52.12,176.84,295.2,0.84,1.1331,782.71,1.28,88.03,-0.001419,1,positive
APDA-NEG-00585,2014-10-15,33.0,77.5,Himachal Pradesh,0.73,3.42,3.42,9.17,13.02,0.57,0.4667,5155.49,22.24,314.26,0.012153,0,negative
APDA-NEG-00718,2010-10-04,32.5,76.875,Himachal Pradesh,0.0,0.0,0.53,55.21,157.41,0.87,2.4667,5101.1,32.0,358.76,0.004829,0,negative
5176,2013-07-23,30.194,79.194,Uttarakhand,1.8,58.58,156.95,237.16,531.71,0.96,1.2092,1697.43,30.29,334.66,-0.018314,1,positive
9405,2016-04-19,26.722,95.024,Nagaland,10.83,37.9,68.11,140.87,182.12,0.81,1.5855,712.15,8.06,140.88,-0.006403,1,positive
6107,2014-06-27,26.184,91.79,Assam,6.85,21.91,150.58,297.77,349.14,0.8,-0.2866,58.3,0.38,316.37,0.00093,1,positive
3860,2011-07-29,25.419,94.108,Manipur,4.21,9.26,33.41,200.77,300.12,0.9,1.3069,1392.19,14.25,158.29,-0.000641,1,positive
APDA-NEG-00694,2008-09-19,31.5,78.75,Himachal Pradesh,22.81,33.65,36.11,57.99,104.94,0.85,2.3333,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-01810,2011-06-07,31.0,79.375,Uttarakhand,1.77,10.19,19.87,59.24,65.31,0.7,1.3333,5085.99,17.29,81.7,0.00088,0,negative
1987,2010-06-15,25.227,93.166,Assam,23.82,45.04,129.3,266.81,444.31,0.92,1.724,392.72,4.76,220.21,0.000932,1,positive
APDA-NEG-01151,2010-09-12,25.5,94.375,Nagaland,4.38,6.8,35.08,78.13,181.17,0.89,2.6,1690.52,34.92,313.33,-0.003122,0,negative
2445,2010-09-18,30.145,78.601,Uttarakhand,42.57,119.47,170.99,333.67,714.41,0.98,2.0082,473.82,40.54,345.02,-0.00259,1,positive
APDA-NEG-00699,2018-08-09,31.5,78.75,Himachal Pradesh,2.45,16.07,43.43,88.0,139.1,0.73,1.5333,4989.8,15.71,68.13,-0.003931,0,negative
3776,2011-07-15,27.125,93.715,Arunachal Pradesh,22.61,108.87,132.86,269.57,416.47,0.88,0.6027,132.62,0.05,335.53,-0.000268,1,positive
5334,2013-08-16,32.361,77.304,Himachal Pradesh,12.67,48.84,75.22,171.3,254.54,0.89,1.9692,3360.48,29.06,69.93,-0.001876,1,positive
APDA-NEG-00135,2017-07-09,29.0,95.625,Arunachal Pradesh,21.26,64.31,119.08,269.61,400.97,0.97,3.1333,2967.53,32.82,99.99,-0.011499,0,negative
APDA-NEG-00260,2008-10-29,27.0,94.375,Assam,0.0,19.84,31.21,31.26,94.98,0.83,2.2,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-00509,2012-08-24,30.5,76.875,Himachal Pradesh,9.14,26.9,100.31,172.58,274.9,0.72,1.4667,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01685,2013-07-28,29.5,80.625,Uttarakhand,17.2,26.83,99.55,241.47,430.49,0.91,2.7333,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-01684,2015-07-11,29.5,80.625,Uttarakhand,17.91,43.16,83.78,141.9,298.04,0.77,1.8,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-01597,2012-08-17,29.0,79.375,Uttarakhand,6.36,14.2,43.67,140.27,289.87,0.67,1.1333,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-00637,2016-07-27,32.5,78.125,Himachal Pradesh,10.19,22.82,30.43,55.21,97.51,0.65,1.0,5364.12,23.0,184.14,0.001507,0,negative
APDA-NEG-01472,2010-09-20,30.5,77.5,Uttarakhand,1.53,121.67,202.73,357.09,687.11,0.98,3.2,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-00756,2015-08-01,24.0,94.375,Manipur,2.09,71.58,85.55,159.45,237.74,0.74,1.6,308.07,14.0,233.72,-0.007124,0,negative
5360,2013-08-18,30.364,79.316,Uttarakhand,2.24,26.45,73.51,178.08,344.63,0.93,1.6987,989.07,25.69,299.64,0.00032,1,positive
APDA-NEG-01276,2015-08-20,26.0,95.0,Nagaland,19.9,50.19,80.36,157.36,318.84,0.97,3.1333,1150.77,10.47,188.47,-0.011555,0,negative
9166,2016-07-18,30.731,78.436,Uttarakhand,15.11,110.23,146.31,173.21,275.01,0.83,0.8614,1149.33,39.64,341.54,-0.000559,1,positive
6969,2015-06-16,25.511,90.215,Meghalaya,27.16,62.64,230.34,248.16,409.65,0.87,1.0302,307.19,11.94,184.51,0.006795,1,positive
APDA-NEG-01374,2010-04-17,27.15,88.8,Sikkim,1.42,4.12,9.66,9.91,12.16,0.37,-0.8667,1594.02,19.03,313.44,-0.001078,0,negative
APDA-NEG-00851,2013-09-01,24.5,93.125,Manipur,5.32,11.11,56.37,103.91,325.3,0.9,2.6667,489.42,31.49,307.92,0.01086,0,negative
9707,2017-06-07,30.942,76.801,Himachal Pradesh,38.64,43.82,43.89,59.39,102.96,0.53,1.9031,433.7,4.8,259.51,0.001526,1,positive
13725,2019-07-09,25.537,91.981,Meghalaya,150.66,268.65,349.89,698.26,978.24,1.0,1.4557,1635.86,7.44,28.88,-0.005556,1,positive
APDA-NEG-00417,2010-09-14,31.5,78.75,Himachal Pradesh,6.48,31.35,54.91,131.05,287.43,0.9,2.6667,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-00084,2016-08-05,28.5,95.625,Arunachal Pradesh,0.72,0.87,2.58,319.99,614.62,0.89,2.6,2215.04,37.28,283.93,-0.000253,0,negative
APDA-NEG-01692,2013-06-16,30.5,80.0,Uttarakhand,54.81,74.25,107.54,117.48,122.39,0.77,1.8,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-00850,2015-07-22,24.5,93.125,Manipur,19.73,51.03,171.73,298.74,461.69,0.94,2.9333,489.42,31.49,307.92,0.01086,0,negative
APDA-NEG-00854,2013-09-01,25.0,93.125,Manipur,5.89,10.77,60.03,102.73,318.39,0.91,2.7333,275.9,30.23,93.66,-0.002097,0,negative
APDA-NEG-01139,2010-08-14,26.0,95.0,Nagaland,11.86,53.09,65.68,107.1,280.21,0.95,3.0,1150.77,10.47,188.47,-0.011555,0,negative
14483,2018-08-20,31.496,76.234,Himachal Pradesh,3.54,20.67,35.2,186.42,356.22,0.8,1.0913,373.86,0.55,40.01,3.8e-05,1,positive
APDA-NEG-01731,2015-03-31,30.5,80.0,Uttarakhand,0.39,32.27,33.11,33.2,105.95,0.73,1.5333,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-00381,2010-07-07,32.5,76.875,Himachal Pradesh,2.28,33.99,52.76,77.49,100.91,0.59,0.6,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-00704,2015-08-13,33.0,77.5,Himachal Pradesh,1.86,7.37,28.39,91.48,135.42,0.69,1.2667,5155.49,22.24,314.26,0.012153,0,negative
9989,2017-06-28,23.695,92.876,Mizoram,6.88,21.75,95.73,208.22,588.37,0.92,2.1102,578.98,11.24,152.61,0.000545,1,positive
APDA-NEG-01334,2012-06-14,27.15,88.7632,Sikkim,0.92,2.11,6.74,71.98,112.39,0.47,-0.2,2635.98,24.27,20.83,-0.003513,0,negative
APDA-NEG-00296,2007-07-19,25.5,90.625,Assam,35.12,78.83,176.15,215.9,316.41,0.96,3.0667,263.81,5.53,161.64,-0.002985,0,negative
APDA-NEG-01567,2011-07-11,29.5,78.75,Uttarakhand,9.89,38.2,89.34,195.58,306.27,0.68,1.2,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-00026,2017-06-19,28.5,95.625,Arunachal Pradesh,23.53,121.88,156.13,180.69,489.45,0.94,2.9333,2215.04,37.28,283.93,-0.000253,0,negative
APDA-NEG-00842,2010-08-19,24.0,94.375,Manipur,5.05,8.3,28.29,34.68,126.5,0.66,1.0667,308.07,14.0,233.72,-0.007124,0,negative
APDA-NEG-01210,2013-07-01,25.5,94.375,Nagaland,4.91,25.0,76.97,126.88,161.67,0.79,1.9333,1690.52,34.92,313.33,-0.003122,0,negative
APDA-NEG-00077,2016-04-22,28.0,93.75,Arunachal Pradesh,12.79,80.26,120.08,180.46,241.05,0.82,2.1333,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-00161,2008-10-29,26.5,94.375,Assam,0.0,14.01,30.02,30.02,87.35,0.85,2.3333,307.93,20.68,270.76,-0.012984,0,negative
APDA-NEG-01561,2011-07-09,29.0,79.375,Uttarakhand,7.42,17.47,28.9,319.1,367.76,0.68,1.2,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-00065,2014-08-17,28.0,95.0,Arunachal Pradesh,2.7,37.84,186.98,349.56,539.5,0.95,3.0,784.15,2.6,262.83,-0.001803,0,negative
APDA-NEG-00748,2009-09-10,32.5,78.125,Himachal Pradesh,9.49,36.11,39.46,57.52,73.79,0.54,0.2667,5364.12,23.0,184.14,0.001507,0,negative
10974,2017-04-05,26.161,91.853,Assam,3.96,83.62,209.1,261.67,294.62,0.83,2.4793,94.75,6.65,281.41,0.0024,1,positive
APDA-NEG-01667,2013-07-25,29.0,79.375,Uttarakhand,34.4,49.79,164.62,292.74,540.37,0.91,2.7333,215.32,0.43,292.55,0.001399,0,negative
3637,2011-06-21,25.516,94.234,Nagaland,8.32,18.31,51.05,102.18,212.23,0.82,1.0215,1637.74,20.12,282.31,0.00244,1,positive
APDA-NEG-00539,2013-07-06,32.5,76.875,Himachal Pradesh,1.67,20.56,25.58,55.64,215.35,0.76,1.7333,5101.1,32.0,358.76,0.004829,0,negative
4848,2013-05-08,24.09,91.466,Tripura,45.59,126.29,207.05,260.08,294.94,0.76,1.4066,105.72,7.0,145.4,0.00281,1,positive
APDA-NEG-00281,2016-07-07,25.5,92.5,Assam,14.17,41.01,149.59,229.14,481.0,0.95,3.0,1063.07,25.33,13.62,-0.014165,0,negative
9258,2016-07-31,30.975,78.438,Uttarakhand,8.29,30.72,49.94,179.31,268.62,0.82,0.2799,2522.29,5.78,305.27,0.00022,1,positive
4407,2012-06-13,25.095,92.357,Meghalaya,38.73,97.96,142.77,359.44,488.19,0.96,0.9738,247.15,24.69,283.78,-0.00598,1,positive
760,2008-08-29,25.67,94.107,Nagaland,5.84,16.36,22.51,113.43,240.27,0.83,0.4421,1449.3,15.36,244.22,0.001564,1,positive
APDA-NEG-00210,2014-09-22,28.0,93.75,Assam,21.61,67.0,89.56,194.02,296.69,0.92,2.8,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-00188,2017-07-03,28.0,93.75,Assam,22.04,106.77,200.84,334.28,482.91,0.95,3.0,576.05,30.81,45.85,0.021021,0,negative
12719,2018-04-28,25.032,92.423,Meghalaya,0.89,9.63,34.27,153.78,254.97,0.79,0.3743,140.47,22.85,27.54,0.005173,1,positive
9984,2017-07-02,26.145,94.244,Nagaland,14.5,64.06,108.49,220.96,338.87,0.92,1.6056,1278.44,28.12,158.43,-0.007933,1,positive
APDA-NEG-01479,2010-08-20,31.0,79.375,Uttarakhand,3.99,32.86,41.04,91.31,235.6,0.79,1.9333,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-00733,2018-09-26,32.5,76.875,Himachal Pradesh,0.0,46.51,148.65,186.19,266.55,0.95,3.0,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-00081,2016-05-01,29.0,96.25,Arunachal Pradesh,3.5,8.98,21.42,78.62,172.36,0.84,2.2667,4424.4,28.85,66.8,0.001741,0,negative
APDA-NEG-01000,2015-09-06,25.5,92.5,Meghalaya,0.59,25.41,165.77,290.2,520.67,0.97,3.1333,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-00219,2013-05-11,25.5,92.5,Assam,40.88,111.85,215.53,364.88,450.86,0.9,2.6667,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-01689,2013-07-31,29.5,80.625,Uttarakhand,5.92,11.21,57.79,222.42,430.75,0.9,2.6667,2217.17,32.44,5.59,0.001258,0,negative
6112,2014-06-28,26.196,91.765,Assam,10.84,31.92,109.1,284.5,354.92,0.8,-0.3286,99.87,5.72,150.67,-0.010505,1,positive
2294,2010-08-20,30.385,78.837,Uttarakhand,9.65,93.78,116.73,238.53,592.43,0.95,1.002,2170.86,7.55,183.41,0.000989,1,positive
APDA-NEG-01648,2010-07-20,31.0,79.375,Uttarakhand,12.06,28.89,39.36,66.64,118.88,0.68,1.2,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-01043,2010-09-13,22.5,93.125,Mizoram,5.13,13.96,29.88,51.74,201.06,0.81,2.0667,448.6,33.09,143.87,-0.000616,0,negative
APDA-NEG-00150,2010-06-15,25.5,92.5,Assam,24.79,48.64,113.09,336.98,563.89,0.95,3.0,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-00879,2015-08-01,24.5,93.125,Manipur,13.23,101.21,122.2,287.02,505.03,0.95,3.0,489.42,31.49,307.92,0.01086,0,negative
5182,2013-07-24,30.301,79.363,Uttarakhand,15.7,26.23,96.52,169.02,342.6,0.92,1.7763,1032.8,18.48,150.8,0.009099,1,positive
6284,2014-09-22,26.132,91.834,Assam,126.76,191.59,231.7,267.93,354.68,0.97,1.8756,75.67,9.05,164.55,0.0033,1,positive
1102,2009-08-20,27.264,88.137,Sikkim,38.49,88.84,112.67,157.81,297.18,0.91,0.8749,1284.29,29.43,159.57,0.014795,1,positive
APDA-NEG-01618,2013-06-18,29.5,80.625,Uttarakhand,4.37,59.99,75.77,129.61,141.19,0.64,0.9333,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-01579,2011-08-08,30.5,77.5,Uttarakhand,1.81,15.67,57.59,197.44,442.18,0.89,2.6,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-01831,2017-07-11,30.5,77.5,Uttarakhand,27.72,42.76,96.98,186.43,342.4,0.78,1.8667,425.48,0.38,300.89,0.001817,0,negative
11159,2017-07-09,25.632,94.101,Nagaland,16.21,89.47,150.89,255.24,405.92,0.95,2.0932,1603.58,27.04,100.78,0.007472,1,positive
14569,2018-09-27,31.117,77.575,Himachal Pradesh,0.0,12.8,125.51,141.92,247.42,0.94,1.4316,2198.27,25.94,159.43,0.000629,1,positive
5013,2013-07-03,31.072,77.14,Himachal Pradesh,2.37,13.91,33.62,75.99,355.58,0.62,1.289,1978.85,28.19,23.56,-0.009827,1,positive
9464,2016-08-05,27.575,91.975,Arunachal Pradesh,0.23,10.25,20.27,105.99,202.47,0.84,1.1633,2424.03,27.94,186.95,-0.000311,1,positive
APDA-NEG-00060,2017-05-24,28.0,95.0,Arunachal Pradesh,25.73,41.7,157.1,174.67,451.03,0.87,2.4667,784.15,2.6,262.83,-0.001803,0,negative
7270,2015-07-24,29.586,80.219,Uttarakhand,19.15,33.55,40.58,140.07,424.39,0.91,0.779,1664.93,11.52,126.33,-0.005919,1,positive
3673,2011-06-29,30.242,78.9,Uttarakhand,19.47,27.06,113.47,160.99,259.69,0.79,1.4707,637.22,34.03,147.56,-0.001892,1,positive
APDA-NEG-00288,2015-08-22,26.5,94.375,Assam,2.62,38.75,84.51,159.02,257.02,0.92,2.8,307.93,20.68,270.76,-0.012984,0,negative
APDA-NEG-00195,2011-07-24,25.5,90.625,Assam,8.58,28.06,75.16,114.61,440.49,0.91,2.7333,263.81,5.53,161.64,-0.002985,0,negative
1775,2010-04-21,27.897,96.178,Arunachal Pradesh,46.75,98.64,118.19,208.44,415.19,0.91,2.4306,201.88,2.25,262.81,-8.7e-05,1,positive
APDA-NEG-00664,2010-07-25,33.0,77.5,Himachal Pradesh,1.5,2.72,48.05,62.51,86.48,0.48,-0.1333,5155.49,22.24,314.26,0.012153,0,negative
APDA-NEG-01380,2010-07-21,27.15,88.7632,Sikkim,16.76,82.21,174.28,305.23,545.35,0.92,2.8,2635.98,24.27,20.83,-0.003513,0,negative
